Name,Age,Department,Salary,Years_Experience,Promotion_Eligibility
Benjamin White,36.0,Engineering,84500.0,5.0,Yes
Kim Morrow,33.0,IT,76700.0,8.0,Yes
Michael Berg,48.0,IT,88600.0,,Yes
Rachel Jones,39.0,Sales,79000.0,12.0,Yes
Emily Brady,30.0,IT,80300.0,6.0,Yes
Diana Miller,21.0,Sales,49200.0,,No
Michael Hendricks,38.0,HR,54300.0,10.0,Yes
Shannon Thompson,49.0,Engineering,109100.0,19.0,Yes
Jessica White,50.0,Operations,77900.0,12.0,Yes
Melinda Mitchell,38.0,IT,78500.0,7.0,Yes
Jason Hardy,39.0,Engineering,89800.0,6.0,Yes
John Ho,26.0,Engineering,76700.0,4.0,No
Sara Schwartz,42.0,Engineering,97000.0,13.0,
Michael Bolton,30.0,Sales,54300.0,7.0,Yes
Annette Walters,41.0,Operations,61200.0,7.0,Yes
Emma Chan,36.0,HR,66500.0,12.0,Yes
Edward Lawson,40.0,IT,84500.0,9.0,Yes
Kenneth Stokes,23.0,Finance,53800.0,1.0,No
Jessica Smith,50.0,,75700.0,17.0,Yes
Shaun Thompson,30.0,Customer Support,54100.0,6.0,Yes
Kevin Mccullough,31.0,Sales,53900.0,5.0,Yes
Tammie Castillo,37.0,HR,63400.0,10.0,Yes
Brandi Cunningham,42.0,IT,79700.0,11.0,Yes
Savannah Stokes,43.0,IT,100300.0,18.0,Yes
Jamie Scott,44.0,HR,86000.0,19.0,Yes
Mary Donaldson,56.0,Sales,83000.0,22.0,Yes
Joseph Stevens,34.0,Engineering,91400.0,10.0,Yes
Joseph Rice,46.0,Operations,98100.0,18.0,Yes
Henry Taylor,30.0,Marketing,56100.0,6.0,Yes
Sharon Martinez,26.0,IT,62900.0,3.0,No
Christie Mccullough,28.0,Engineering,69200.0,2.0,No
James Morse,42.0,Sales,63900.0,10.0,Yes
Peter Williams,25.0,Engineering,70800.0,3.0,No
Brandon Brown,34.0,Engineering,73200.0,6.0,Yes
Joshua Martinez,,Sales,65900.0,,
Ronald Brown,24.0,HR,45900.0,1.0,No
Brian Soto,38.0,Finance,,9.0,
Edgar Brown,47.0,Sales,79900.0,13.0,Yes
Lauren Howell,30.0,IT,72600.0,4.0,No
Maria Case,30.0,Customer Support,59200.0,3.0,Yes
Mariah Robles,39.0,IT,102300.0,15.0,Yes
Douglas Gregory,21.0,Engineering,,0.0,No
Mark Adams,40.0,Engineering,87200.0,11.0,Yes
Johnny Garcia,37.0,Finance,76700.0,6.0,Yes
Logan Golden,30.0,,59900.0,6.0,Yes
Rebecca Gibson,39.0,Marketing,61500.0,8.0,Yes
Kim Sanchez,29.0,Sales,57600.0,6.0,Yes
Richard Molina,46.0,Sales,74400.0,12.0,
Zachary Mendoza,22.0,Operations,48500.0,1.0,No
Sheila Stephens,37.0,Marketing,63200.0,6.0,Yes
Natalie Perkins,45.0,Marketing,57700.0,10.0,Yes
Kristen Davis,31.0,Operations,54900.0,6.0,Yes
Mitchell Williams,57.0,IT,105100.0,19.0,Yes
Eric Warner,24.0,Engineering,68200.0,1.0,No
Sydney Green,30.0,Marketing,52900.0,3.0,No
Rachel Yang,33.0,IT,83700.0,6.0,No
Robert Johnson,37.0,Marketing,69800.0,8.0,No
Tara King,38.0,Marketing,75200.0,12.0,Yes
Anita Luna,32.0,Finance,68000.0,6.0,No
Jessica Holloway,44.0,Engineering,110600.0,19.0,Yes
Matthew Patton,,HR,41900.0,1.0,Yes
Tammy Morris,38.0,Engineering,86500.0,9.0,Yes
Cindy Cannon,28.0,Sales,60300.0,4.0,Yes
Casey Perez,,Operations,64000.0,11.0,Yes
Rebecca Lambert,32.0,Customer Support,42700.0,4.0,No
Jason Patrick,32.0,Finance,74000.0,4.0,No
Kevin Figueroa,32.0,Finance,63400.0,3.0,No
Brendan Palmer,28.0,IT,77500.0,,No
Andrew Freeman,21.0,HR,40600.0,0.0,No
Ronald Gonzalez,47.0,IT,83200.0,12.0,Yes
Gary Phillips,35.0,HR,60400.0,8.0,Yes
Laura Sweeney,41.0,Sales,64800.0,8.0,Yes
Tina Jennings,48.0,Operations,72900.0,11.0,Yes
Mr. Andrew Foster,30.0,Sales,57600.0,7.0,Yes
Michael Weber,44.0,Marketing,75900.0,14.0,Yes
William Marsh,29.0,IT,66400.0,3.0,No
Jenny Soto,37.0,Customer Support,48800.0,9.0,Yes
Justin Brooks,35.0,Marketing,77900.0,12.0,Yes
Wyatt Rodriguez,32.0,HR,62200.0,7.0,Yes
Chad Evans,38.0,Operations,68800.0,10.0,Yes
Brenda Hale,26.0,HR,59100.0,3.0,No
James Ferguson,32.0,Engineering,79600.0,5.0,Yes
Robert Chang,43.0,HR,60400.0,13.0,Yes
Jeffrey Vaughn,45.0,Marketing,70800.0,15.0,Yes
Christopher Miranda,31.0,IT,74100.0,4.0,No
Jamie Griffin,26.0,Engineering,79700.0,3.0,No
Bethany Robles,40.0,Engineering,101700.0,12.0,Yes
Janet Kane DVM,23.0,IT,68100.0,2.0,No
James Howard,44.0,Finance,77200.0,13.0,Yes
Sharon Brown,51.0,Engineering,105500.0,20.0,Yes
Kimberly Valenzuela,45.0,IT,81400.0,8.0,Yes
Erin Edwards,55.0,HR,95900.0,25.0,Yes
Micheal Ramos,38.0,Engineering,79100.0,5.0,Yes
Mark Johns,27.0,IT,60400.0,3.0,No
Kimberly Sanchez,,Engineering,85000.0,5.0,Yes
Judy Baker,36.0,IT,81900.0,8.0,Yes
Maria Cooke,37.0,IT,67600.0,9.0,Yes
Joanna Cook,32.0,Sales,55500.0,4.0,Yes
Julia Brown,46.0,Engineering,79400.0,10.0,Yes
Brittany Flowers,42.0,Operations,69700.0,15.0,Yes
Kevin Miller,41.0,Finance,76600.0,9.0,Yes
Eric Fitzgerald,31.0,Marketing,63000.0,8.0,Yes
Mr. Michael Scott PhD,41.0,Sales,73000.0,13.0,Yes
Nicholas Ali,22.0,HR,41300.0,0.0,No
Anthony Parker,39.0,Sales,58500.0,6.0,Yes
Terry Jones,43.0,Sales,73900.0,9.0,Yes
Marvin Vargas,42.0,Finance,,11.0,Yes
Matthew Peters,35.0,Sales,59100.0,6.0,Yes
Michelle Huber,32.0,HR,,9.0,Yes
Sharon Wilson,60.0,HR,95900.0,26.0,Yes
David Johnson,37.0,Marketing,58500.0,7.0,Yes
David Sullivan,31.0,Operations,50200.0,3.0,Yes
Paul Young,25.0,IT,73100.0,3.0,No
Kelly Walker,31.0,Engineering,84500.0,6.0,Yes
Carol Tucker,44.0,IT,100200.0,16.0,Yes
Robert Roberts,40.0,Engineering,,9.0,Yes
Danielle Wang,28.0,IT,70500.0,3.0,No
Christopher Pena,29.0,Marketing,59900.0,6.0,Yes
Steven Jensen,33.0,Sales,70600.0,8.0,No
Alexis Arroyo,36.0,Engineering,83600.0,5.0,No
Richard Wood,39.0,Operations,73800.0,7.0,Yes
Ryan Mccarty,28.0,Engineering,85200.0,6.0,No
Ryan Santos,48.0,Engineering,105600.0,18.0,Yes
Veronica Simmons,45.0,Finance,77800.0,8.0,Yes
Tanya Shannon,50.0,Customer Support,82500.0,22.0,Yes
Chelsea Martin,25.0,IT,61400.0,2.0,No
Sabrina Rodriguez,48.0,IT,88800.0,12.0,Yes
Ashlee Mendez,35.0,Operations,73100.0,8.0,Yes
Ann Calderon,33.0,Finance,70300.0,8.0,Yes
Robert Oconnell,59.0,IT,100400.0,15.0,Yes
Mark Jones,42.0,Operations,81000.0,17.0,Yes
Katie Kaiser,41.0,Operations,70700.0,12.0,Yes
Joseph Swanson,27.0,HR,57000.0,5.0,Yes
Steven Greene,56.0,Engineering,114300.0,27.0,Yes
Elizabeth Green,,Operations,73800.0,17.0,Yes
Amanda Bennett,27.0,Engineering,71500.0,3.0,No
Thomas Daugherty,36.0,Finance,79900.0,11.0,Yes
Christina Mullen,46.0,IT,80300.0,13.0,Yes
Sherry Patterson,38.0,Finance,,12.0,Yes
Melissa Brewer,30.0,IT,80600.0,4.0,Yes
Vincent Castillo,51.0,Engineering,311900.0,14.0,Yes
Eddie Bailey,28.0,Finance,68000.0,3.0,No
Alison Brown,34.0,Marketing,65700.0,5.0,Yes
Erica Wright,40.0,Marketing,68200.0,6.0,No
Brian Ware,21.0,Customer Support,34600.0,0.0,No
Jeffrey Baldwin,43.0,Sales,64100.0,11.0,Yes
Tammy Bell,50.0,Sales,,10.0,Yes
Ashley Bradford,45.0,Engineering,109100.0,18.0,Yes
Joshua Gonzalez,30.0,HR,61900.0,4.0,Yes
Jordan Mason,23.0,Operations,52700.0,1.0,No
Haley Mccoy,46.0,Finance,87900.0,16.0,Yes
Wanda Reynolds,27.0,IT,70600.0,,No
Brandi Brown,60.0,HR,104900.0,33.0,Yes
James Williams,43.0,IT,84700.0,14.0,Yes
Tammy Duncan,47.0,HR,68700.0,15.0,Yes
Gloria Lynch,21.0,Customer Support,39100.0,0.0,No
Cody Hendricks,32.0,Operations,66600.0,9.0,Yes
Desiree Booth,46.0,IT,,17.0,Yes
Isaiah Jones,33.0,Sales,71600.0,7.0,Yes
Angel Meyer,32.0,Sales,60200.0,5.0,Yes
David Sanchez,23.0,Sales,46900.0,1.0,No
Courtney Gonzalez,32.0,Engineering,73600.0,5.0,No
Randy Jones,28.0,Operations,58000.0,4.0,Yes
Brad Gordon,33.0,Finance,68500.0,5.0,No
Seth Jones,43.0,Sales,84200.0,17.0,Yes
Kenneth Graham,46.0,IT,94200.0,17.0,Yes
Michael Wilson,39.0,Engineering,97700.0,14.0,Yes
Laura Vaughn,42.0,Marketing,74400.0,12.0,Yes
Stacy Myers,22.0,IT,62300.0,0.0,No
Randy Griffin,60.0,Sales,95700.0,21.0,Yes
Ethan Frey,40.0,Sales,60300.0,8.0,Yes
Patty Perez,,Marketing,78000.0,8.0,Yes
Robert Pierce,32.0,Engineering,84600.0,7.0,Yes
Christopher Perez,44.0,Sales,91600.0,,Yes
Nancy Black,42.0,Operations,84300.0,13.0,Yes
John Kennedy,,Sales,68300.0,8.0,No
Justin Page,29.0,Engineering,74500.0,4.0,No
Teresa Wallace,29.0,IT,65200.0,2.0,Yes
Terri Williams,44.0,,84100.0,13.0,Yes
George Phillips,32.0,Sales,67500.0,9.0,Yes
Amy Sanders,,IT,79900.0,12.0,Yes
Christopher Johnson,36.0,Customer Support,58700.0,11.0,Yes
Emily Nelson,49.0,Engineering,118100.0,23.0,Yes
Julie Alexander,32.0,Sales,63100.0,4.0,Yes
Jill Roman,34.0,Operations,57400.0,5.0,Yes
Steven Rodriguez,33.0,Engineering,78300.0,8.0,Yes
Allison Kim,32.0,Finance,63600.0,4.0,Yes
Christopher Sullivan,43.0,Engineering,86400.0,13.0,Yes
Justin Anderson,22.0,IT,72300.0,1.0,No
Kelly Rowe,40.0,IT,85600.0,11.0,Yes
Melissa Williams,35.0,Marketing,78000.0,11.0,Yes
Karen Wells,21.0,Engineering,79000.0,0.0,No
Brittany Byrd,42.0,Sales,72600.0,12.0,Yes
Barry Hernandez,25.0,Operations,56400.0,2.0,Yes
Jessica Burgess,38.0,Engineering,87500.0,10.0,Yes
Daniel White,42.0,HR,57300.0,10.0,Yes
Christopher Murphy,25.0,Customer Support,28000.0,1.0,No
Brian Porter,39.0,Engineering,76500.0,6.0,No
Jason Colon,41.0,Sales,75600.0,14.0,Yes
Melanie Diaz,29.0,Sales,63200.0,5.0,Yes
Tammy Davis,41.0,IT,83000.0,14.0,Yes
Jacob Love,40.0,IT,90800.0,9.0,Yes
Matthew Evans,52.0,Engineering,94600.0,17.0,Yes
Catherine Shannon,41.0,Engineering,92600.0,12.0,Yes
Katherine Andrews,42.0,Engineering,97600.0,14.0,Yes
Nathaniel Walter,25.0,IT,69800.0,3.0,Yes
Dylan Young,30.0,Sales,63000.0,7.0,Yes
Patrick Blackburn,34.0,Sales,72400.0,6.0,No
Melissa Wolf,45.0,Sales,84700.0,17.0,Yes
Timothy Bentley DVM,37.0,Marketing,57400.0,5.0,Yes
John Miller,25.0,Operations,49800.0,2.0,No
Kevin Fernandez,39.0,Engineering,93200.0,15.0,Yes
Spencer Haynes,36.0,Sales,63600.0,6.0,Yes
Emily Grant,23.0,Sales,51800.0,1.0,No
Mr. Charles Young,43.0,Engineering,112000.0,17.0,Yes
Eric Hernandez,29.0,HR,,4.0,Yes
Christine Mendez,46.0,Sales,86400.0,21.0,Yes
Andrea Ramos,44.0,Customer Support,77800.0,18.0,Yes
Amanda Wilson,49.0,IT,93200.0,17.0,Yes
Keith Graham,32.0,HR,45300.0,4.0,No
Susan Hutchinson,36.0,Engineering,89900.0,8.0,Yes
Joshua Williams,41.0,IT,96100.0,17.0,Yes
Cameron White,38.0,Finance,74600.0,10.0,
James Brown,38.0,HR,54700.0,10.0,Yes
Tamara Peterson,46.0,IT,73800.0,10.0,Yes
Melody Castro,30.0,Engineering,77900.0,3.0,Yes
Emily Henderson,32.0,Finance,74600.0,7.0,Yes
Patricia Williams,22.0,Customer Support,45100.0,1.0,No
Ms. Janet Leonard,40.0,Marketing,63000.0,9.0,Yes
Joel Cook,24.0,IT,78300.0,2.0,No
Robert Clarke,25.0,Sales,50500.0,1.0,No
Shawna Silva,27.0,IT,71000.0,4.0,Yes
Donald Medina,35.0,HR,63100.0,,Yes
Christopher Johnson,44.0,IT,78100.0,10.0,Yes
Dean Mullins,21.0,IT,,0.0,No
Dean Thomas,34.0,,72300.0,10.0,Yes
Kyle Brown,30.0,Marketing,64100.0,4.0,No
Joshua White,33.0,IT,75100.0,5.0,No
Tracy Morales,41.0,Operations,57100.0,8.0,Yes
Elizabeth Oliver DDS,41.0,Customer Support,52800.0,10.0,Yes
William Graham,51.0,Engineering,115000.0,25.0,Yes
Steven Hall,23.0,Operations,52800.0,1.0,Yes
Peter Gilbert,29.0,Sales,59500.0,5.0,Yes
Mark Thomas,41.0,Engineering,92100.0,17.0,Yes
Thomas Holloway,44.0,Operations,68300.0,10.0,Yes
William Gould,36.0,IT,78300.0,11.0,Yes
Charles Harper,32.0,IT,78200.0,8.0,Yes
Jasmine Day,41.0,Finance,87000.0,14.0,Yes
Randy Wang,43.0,IT,82100.0,12.0,Yes
Kari Lloyd,47.0,IT,93500.0,12.0,Yes
Elizabeth Rowland,55.0,Sales,72400.0,13.0,Yes
Alicia Grant DVM,28.0,Customer Support,47700.0,4.0,Yes
Lisa Barnes,40.0,Customer Support,75700.0,13.0,Yes
Mrs. Amy Malone,38.0,Operations,64400.0,7.0,Yes
Donna Montes,23.0,Customer Support,41800.0,1.0,No
Jennifer Moses,32.0,Customer Support,52000.0,7.0,Yes
Christian Riddle,43.0,IT,76400.0,10.0,Yes
Amber Martin,21.0,IT,,0.0,No
James Patterson,,Engineering,102500.0,14.0,Yes
Mary Day,30.0,IT,81000.0,,Yes
Colton Roth,39.0,Sales,69000.0,13.0,Yes
Javier Stanley,44.0,Customer Support,77400.0,17.0,Yes
Theresa Smith,28.0,Customer Support,42100.0,2.0,Yes
Michael Thompson,37.0,Customer Support,60000.0,9.0,Yes
Rebecca Clark,34.0,Engineering,91700.0,10.0,Yes
Christopher George,43.0,Customer Support,69400.0,16.0,Yes
Rachel Gibson,44.0,Marketing,68500.0,12.0,Yes
Kimberly Obrien,36.0,Sales,51000.0,5.0,Yes
Erika Jenkins,40.0,Engineering,90600.0,15.0,Yes
Tina Sanders,27.0,IT,69100.0,4.0,Yes
Connie Franklin,33.0,IT,85400.0,9.0,Yes
Joel Smith,32.0,Marketing,66600.0,5.0,Yes
Stephanie Fisher,30.0,Customer Support,45300.0,5.0,Yes
Christopher Wright,45.0,Operations,66300.0,8.0,Yes
Beth Schmidt,51.0,Marketing,93200.0,24.0,Yes
Brian Hendricks,21.0,Marketing,43000.0,0.0,No
Daniel Young,36.0,Finance,88100.0,8.0,Yes
Ashley Cordova,23.0,Operations,55600.0,1.0,Yes
Trevor Hill,31.0,Finance,68000.0,5.0,Yes
Michael Wilson,41.0,IT,85300.0,,Yes
Heather Ortega,25.0,IT,73200.0,3.0,No
Patricia Moore,51.0,Customer Support,,24.0,Yes
Michael Williams,51.0,IT,113200.0,22.0,Yes
Katie Suarez,27.0,IT,72000.0,4.0,No
Christopher Lee,25.0,Customer Support,44300.0,2.0,Yes
Benjamin Bowen,23.0,IT,64700.0,2.0,No
Gabriel Guzman,47.0,Engineering,116700.0,21.0,Yes
Matthew Khan,39.0,Finance,67200.0,11.0,Yes
Greg Osborne,44.0,IT,101800.0,19.0,Yes
Michael Gutierrez,30.0,IT,82200.0,7.0,Yes
Steven Thomas,34.0,Sales,72300.0,11.0,Yes
Chad Scott,36.0,Engineering,94100.0,12.0,Yes
Jennifer Smith,49.0,Sales,87400.0,21.0,Yes
Sarah Duncan,47.0,IT,105700.0,21.0,Yes
Thomas May,21.0,Operations,38900.0,0.0,No
Nicole Collins,46.0,IT,66500.0,8.0,Yes
Abigail Booker,21.0,Sales,44000.0,0.0,No
Michelle Ellis,35.0,Finance,84200.0,12.0,Yes
Anne Jones,35.0,Finance,,12.0,Yes
Trevor James,32.0,Customer Support,51200.0,6.0,Yes
Richard Alvarez,41.0,Operations,76000.0,14.0,Yes
Nicole Hodge,22.0,Engineering,77700.0,1.0,No
Roger Mason,35.0,IT,,12.0,Yes
Stephen White,41.0,IT,83500.0,11.0,Yes
William Parker,37.0,Marketing,70600.0,10.0,Yes
Donald Mccarthy,35.0,Engineering,70800.0,6.0,Yes
Jerry Davenport,28.0,Sales,58500.0,3.0,Yes
William Edwards,47.0,Operations,65900.0,8.0,Yes
Willie Morgan,43.0,Customer Support,66700.0,13.0,Yes
Anthony White,39.0,Engineering,83400.0,9.0,No
Chris Jones,,Marketing,227400.0,2.0,No
Bradley Cameron,41.0,Engineering,84700.0,15.0,Yes
Steven Morgan,40.0,Engineering,81700.0,9.0,Yes
Andrea Butler,38.0,IT,83800.0,13.0,Yes
Julie Hill,39.0,Finance,66900.0,8.0,No
Alexandra Gonzalez,34.0,Sales,69300.0,7.0,Yes
Alice Conley,37.0,Operations,65500.0,10.0,Yes
Robert Potter,28.0,Marketing,62700.0,3.0,Yes
Laura Guerra,54.0,Operations,79900.0,20.0,Yes
Yvonne Rodriguez,47.0,Operations,82000.0,15.0,Yes
Brandon Leblanc,41.0,IT,93100.0,14.0,Yes
John Rodriguez,43.0,HR,84100.0,19.0,Yes
Luke Dixon,34.0,Sales,53200.0,5.0,Yes
James Miller,31.0,Operations,54000.0,4.0,
Timothy Olson,46.0,HR,73000.0,17.0,Yes
Patrick Hooper,30.0,HR,55300.0,6.0,No
Melissa Smith,36.0,Engineering,101400.0,12.0,Yes
Edward White,33.0,Sales,52000.0,4.0,No
Jennifer Cisneros MD,25.0,HR,49300.0,2.0,No
Peter Morgan,,Sales,49300.0,6.0,No
Robin Johnson,21.0,IT,71900.0,0.0,No
Jim Newton,43.0,Marketing,79700.0,15.0,Yes
Samantha Gillespie,32.0,Operations,56000.0,5.0,No
Hayley Mitchell,28.0,Marketing,58900.0,5.0,Yes
Mark Hill,31.0,,86700.0,8.0,Yes
Laura Gregory,45.0,Engineering,93800.0,12.0,Yes
Joanne Baker,40.0,IT,87000.0,14.0,Yes
Mr. David Mercado,45.0,IT,91900.0,11.0,Yes
Kathryn Castillo,40.0,HR,75300.0,16.0,Yes
Crystal Anderson,51.0,Marketing,86500.0,22.0,Yes
Brian Mitchell,51.0,Sales,81000.0,16.0,Yes
Richard Aguirre,32.0,Engineering,96000.0,8.0,Yes
Catherine Walls,45.0,IT,82500.0,11.0,Yes
Desiree Fox,41.0,Sales,,14.0,Yes
Louis Bowen,41.0,Sales,68500.0,14.0,Yes
Cory Hale,37.0,HR,,9.0,Yes
Cynthia Tucker,39.0,IT,89500.0,13.0,Yes
Marie Roach,23.0,IT,64300.0,2.0,No
Joseph Spencer,34.0,Engineering,93000.0,10.0,Yes
Bryan Franco,31.0,Engineering,78100.0,4.0,No
Ashley Friedman,34.0,HR,63700.0,6.0,Yes
Jennifer Hernandez,39.0,Engineering,93800.0,8.0,Yes
Andre Jones,43.0,Finance,89800.0,17.0,Yes
Keith Casey,30.0,Operations,55200.0,4.0,No
Tammy Boone,49.0,Finance,86100.0,12.0,Yes
Dawn Nixon,35.0,Operations,57800.0,8.0,Yes
Susan Bryant,27.0,IT,67100.0,,Yes
Daniel Stewart,41.0,Operations,60500.0,9.0,Yes
Michael Webster,41.0,IT,94400.0,9.0,Yes
Hannah Montoya,26.0,Finance,67500.0,4.0,Yes
Teresa Li,43.0,Sales,77700.0,14.0,Yes
Mike Freeman,35.0,Sales,57600.0,7.0,No
Derek Frazier,32.0,IT,74300.0,4.0,No
Shaun Wood,41.0,Customer Support,69800.0,11.0,Yes
Gregory Wiley,30.0,Finance,75400.0,3.0,Yes
Brandon Brown,37.0,IT,67600.0,6.0,Yes
Robert Mccoy,33.0,IT,78500.0,10.0,Yes
Katrina Jimenez,39.0,Marketing,,15.0,Yes
Kyle Watkins,37.0,Customer Support,55900.0,8.0,Yes
Joshua Schmidt,29.0,Sales,53800.0,6.0,Yes
Michael Holloway,35.0,Engineering,80900.0,6.0,No
Stephanie Herrera,32.0,IT,69400.0,4.0,No
Nicholas Moss,48.0,Engineering,89100.0,9.0,Yes
James Barber,33.0,IT,78500.0,8.0,Yes
Tiffany Bender DVM,36.0,IT,81200.0,12.0,Yes
Kevin Cruz,42.0,Operations,86100.0,,Yes
Matthew Clark,34.0,Operations,61100.0,7.0,No
Kristen Ray,43.0,Engineering,97700.0,16.0,Yes
Cassidy Johnson,33.0,HR,60400.0,9.0,Yes
Courtney Baker,29.0,Finance,68200.0,4.0,No
Mrs. Kristen Reyes,42.0,Sales,60800.0,6.0,No
Omar Weeks,48.0,Sales,84800.0,20.0,Yes
Monica Allen,,IT,83000.0,9.0,Yes
Julie Delacruz,49.0,Sales,92800.0,18.0,Yes
Shawn Fleming,36.0,Sales,60200.0,6.0,No
Timothy Miller,38.0,IT,74400.0,5.0,Yes
Kelly Kennedy,22.0,Sales,54600.0,0.0,No
Anna White,,Customer Support,56100.0,2.0,No
Robert Cline,39.0,Marketing,64700.0,9.0,Yes
Brenda Thornton,26.0,Marketing,51000.0,2.0,No
Kathleen Mooney,47.0,Customer Support,57100.0,11.0,Yes
Elizabeth Foster,21.0,Engineering,69500.0,0.0,No
Stephen Hoffman,38.0,HR,61000.0,9.0,Yes
Cassidy Carter,36.0,Finance,,11.0,Yes
Maria Weaver,21.0,IT,59800.0,0.0,No
Connie Neal,24.0,IT,67800.0,2.0,Yes
Kim Underwood,31.0,Customer Support,52800.0,8.0,Yes
Melanie Brown,30.0,Customer Support,62400.0,8.0,Yes
Dana Carter,28.0,IT,79900.0,4.0,No
Sherri Thomas,30.0,Operations,70500.0,6.0,Yes
David Carter,31.0,Operations,49800.0,5.0,No
Stephen Thompson,32.0,Sales,55400.0,8.0,Yes
James Jenkins,29.0,Operations,62900.0,6.0,Yes
Tammy Jones,27.0,Engineering,84800.0,4.0,No
Mark Richards,32.0,Operations,56200.0,6.0,Yes
Zachary Hill,39.0,Engineering,90600.0,13.0,Yes
Mark Santos,32.0,Sales,53500.0,,Yes
Linda Rodriguez,36.0,Engineering,75300.0,6.0,Yes
Casey Gillespie,42.0,IT,98100.0,12.0,Yes
Susan Torres,41.0,Engineering,102900.0,17.0,Yes
Wendy Perez,31.0,HR,64000.0,6.0,Yes
Jody Rogers,28.0,HR,63700.0,4.0,Yes
Christopher Smith,40.0,Marketing,50800.0,8.0,
Taylor Howard,50.0,Finance,89200.0,21.0,Yes
Kiara Hawkins,36.0,Operations,67200.0,6.0,Yes
Ashley Reese,39.0,HR,60700.0,10.0,Yes
David George,36.0,Sales,64700.0,10.0,Yes
Suzanne Wagner,46.0,IT,84200.0,,Yes
Gregory Alexander,30.0,Marketing,58900.0,5.0,No
William Evans,38.0,Operations,80500.0,14.0,Yes
Kim Lopez,38.0,Finance,73400.0,7.0,No
Amanda Harvey,26.0,Sales,63300.0,4.0,
Harold Lee,38.0,Operations,65400.0,,Yes
Nina Combs,31.0,Marketing,60600.0,7.0,Yes
Laura Ritter,25.0,Engineering,72300.0,2.0,No
Nicole Jones,51.0,Engineering,108700.0,24.0,Yes
Cristian Santos,33.0,Marketing,56200.0,4.0,Yes
Courtney Rodriguez,37.0,Sales,67400.0,,Yes
Kelly Brown,33.0,Marketing,63800.0,7.0,No
Matthew Richardson,36.0,Customer Support,59500.0,11.0,Yes
Erin Price,34.0,IT,74300.0,6.0,No
Brandon Townsend,45.0,Engineering,112900.0,20.0,Yes
Mrs. Courtney Wong,38.0,Finance,88300.0,14.0,Yes
Brian Cole,42.0,IT,85200.0,10.0,Yes
Robin Richardson,33.0,Engineering,87700.0,4.0,No
Austin Osborne,,Sales,51600.0,3.0,Yes
Denise Johnson,26.0,IT,77100.0,2.0,Yes
Cynthia Rowe,31.0,Marketing,65800.0,5.0,Yes
Colleen Martin,31.0,Finance,70200.0,3.0,No
Julie Rodriguez MD,36.0,IT,97300.0,12.0,Yes
Amber Allen,44.0,Finance,81600.0,10.0,Yes
Kelli Collins,35.0,IT,82800.0,7.0,Yes
Michelle Evans,26.0,Sales,62400.0,3.0,Yes
Adam Stewart,41.0,Engineering,,13.0,Yes
Andre Williams,40.0,Customer Support,,11.0,Yes
Kevin Nguyen,41.0,Operations,78400.0,16.0,Yes
Ashley Lewis,30.0,Engineering,77700.0,6.0,Yes
Debra Perry,,Finance,72300.0,,No
Stephen Cowan,43.0,Sales,76700.0,18.0,Yes
Charles Gonzalez,33.0,Sales,66800.0,9.0,Yes
Christian Solis,32.0,IT,79600.0,8.0,Yes
Dana Bennett,21.0,IT,59200.0,0.0,No
Corey Mooney,28.0,Finance,66100.0,5.0,No
Michael Robertson,21.0,Customer Support,50100.0,0.0,No
Sheila Ramirez,51.0,Operations,84700.0,24.0,Yes
John Mcfarland,,IT,87400.0,14.0,Yes
Kevin Johnson,22.0,IT,61200.0,1.0,No
Jennifer Walker,21.0,Customer Support,33000.0,0.0,No
Kayla Waters,30.0,HR,59900.0,6.0,Yes
Monica Miller,29.0,Engineering,74200.0,3.0,No
Susan Bolton,30.0,IT,77300.0,4.0,No
Jeremy Mitchell,38.0,Sales,63900.0,8.0,Yes
Jennifer Cochran,42.0,Marketing,70700.0,,Yes
Rebecca Hoover,40.0,Sales,63100.0,8.0,Yes
Brandon Fleming,30.0,Engineering,86500.0,4.0,Yes
Elizabeth Allen,37.0,IT,92100.0,13.0,Yes
Jennifer Stewart,44.0,Engineering,103900.0,12.0,Yes
Michael Smith,32.0,Operations,67900.0,8.0,No
Michelle Graham,32.0,Sales,64800.0,7.0,Yes
Michael Coleman,21.0,IT,80400.0,0.0,No
David Rodriguez,29.0,Engineering,71700.0,4.0,Yes
Sonia Henderson,42.0,Sales,60300.0,7.0,Yes
Derrick Perkins,39.0,HR,57100.0,7.0,Yes
Amy Hunter,34.0,Sales,57700.0,7.0,Yes
Sean Kane,52.0,Finance,85000.0,17.0,Yes
Edwin Jackson,35.0,IT,75100.0,8.0,Yes
Stephen Martinez,28.0,Engineering,76500.0,4.0,No
Juan Galvan,29.0,Sales,54100.0,4.0,No
Alejandro Deleon,29.0,Marketing,58100.0,6.0,Yes
Gary Myers,32.0,IT,76100.0,5.0,Yes
Michael Miles,30.0,Operations,47700.0,3.0,No
Kristy Mills,32.0,Engineering,69600.0,4.0,No
Jesse Martin,21.0,Customer Support,42100.0,0.0,No
Brittany Underwood,49.0,Sales,90400.0,20.0,Yes
Michael Phillips,45.0,Engineering,100400.0,15.0,Yes
Joshua Smith,29.0,HR,58600.0,4.0,No
Patrick Rios,44.0,HR,73500.0,12.0,Yes
Edward Manning,,Operations,60200.0,5.0,Yes
Kristopher Curtis,35.0,Customer Support,55700.0,10.0,Yes
Linda Howard,39.0,Operations,70100.0,6.0,Yes
